0,1,2,3,4,5,6,7,8,9,10,11,uuid
0.4303594,0.439671,0.47813264,0.46322036,0.5094922,0.58753514,0.6245718,0.6386272,0.55472445,0.5507588,0.5473844,0.48438287,6f768d61-8b5c-4df3-8266-7a3967d2ba79
0.21081276,0.20192951,0.19285908,0.1896591,0.19701539,0.20581287,0.20709601,0.19565718,0.1754083,0.16354145,0.17965722,0.2132819,6320b795-4224-4200-a4f0-5b6e06e6006e
0.6654321,0.6020448,0.58018935,0.5953596,0.6322187,0.6571208,0.7051359,0.74016,0.7265876,0.68284535,0.70605046,0.8077757,d9d228c3-13f0-4f93-887b-b72dcbde7347
0.72201574,0.72595894,0.7359056,0.73702335,0.7404748,0.74453974,0.75329405,0.7875646,0.7958521,0.82311225,0.81754583,0.7614935,5581eb2f-12ac-4bc1-8b9c-8b4ca5ba6104
0.5522077,0.5657404,0.587157,0.5929308,0.5973353,0.57929426,0.558203,0.569029,0.56014204,0.5407117,0.5408922,0.5500339,20c07926-c2b5-4984-91dd-d85b5eb5ee89
0.6383089,0.7301136,0.7680283,0.70229393,0.7188202,0.64441097,0.5891729,0.62300324,0.7250878,0.76397806,0.69364417,0.61231476,4264e226-2058-4c00-b7d1-7cf17f12e77e
0.17089263,0.19619797,0.26085952,0.30362493,0.24221098,0.19608152,0.19416563,0.21940294,0.24730034,0.22257444,0.19042389,0.17622589,c897203b-2c4c-4bd2-be2f-375732539710
0.5300337,0.52538705,0.5020926,0.543056,0.6990355,0.56050587,0.52682316,0.56138474,0.5711658,0.51103234,0.5220489,0.556974,93abb14e-07c1-4186-b010-9c7e7e3abe50
0.51030874,0.582521,0.57516164,0.61129403,0.6281941,0.5835324,0.5078715,0.53059834,0.5397736,0.4063432,0.35004777,0.41118395,8d084d57-5a14-4561-8123-332661e8ca53
0.49698767,0.4037089,0.37470496,0.38167194,0.4314543,0.49187303,0.4669251,0.4537122,0.47053894,0.45792833,0.43205613,0.42306167,76007b9d-35a7-455a-b058-8ef376abca14
0.7314529,0.73267823,0.7558735,0.74901325,0.77713627,0.8356478,0.8506273,0.8219614,0.7864252,0.73423153,0.75208485,0.75462997,a0c29c00-78bd-4f79-a486-8a928cbaead2
0.007204823,0.0058077667,0.0052623753,0.0050600814,0.005195329,0.0056805005,0.0070202616,0.014642491,0.2687409,1.0,0.26738316,0.014788503,323365d6-dffe-4938-91f2-dcc92782357a
0.83834493,0.70778644,0.7314125,0.62807167,0.59400123,0.63439107,0.6763785,0.6951258,0.72107744,0.7465636,0.7681507,0.7398615,58961dbb-4850-4f7f-862e-762d9b40a967
0.73644805,0.72434527,0.73587304,0.73772615,0.6654462,0.5844435,0.58327234,0.6486485,0.6866457,0.71050197,0.7637633,0.78432417,73d266a7-52e3-4c18-bb22-b6b74fca2cef
0.29030457,0.30145025,0.31740046,0.32011718,0.31666535,0.3083255,0.30890313,0.3144584,0.3050274,0.30049843,0.29783842,0.2952905,3e384613-388a-45d2-8384-b2f9d4f40e70
0.27880985,0.31712845,0.33585152,0.33682576,0.31409553,0.3233725,0.33672264,0.34922096,0.33632824,0.2907406,0.26550376,0.25010368,ea569c40-1a0b-499d-8c29-b7a772d37265
0.4979339,0.4929968,0.4879133,0.5142704,0.554204,0.5989767,0.58806723,0.54851484,0.5509752,0.5502597,0.5232391,0.49396145,27a04d3d-1657-485a-89f1-6648f16f47de
0.650324,0.6476251,0.6875039,0.7335372,0.79734224,0.8184312,0.78572226,0.78067976,0.7714632,0.71500266,0.7024852,0.6870689,d7e5931f-c0fe-48f4-84bd-2ad42c3bb95d
0.6303295,0.59669125,0.5828656,0.60302055,0.62410337,0.62812024,0.63404906,0.6793198,0.6759256,0.64252615,0.6391665,0.6636255,5ce0e050-7afa-408d-aeeb-98c214a5fb20
0.033470362,0.0377144,0.04636989,0.052137796,0.05385516,0.053545464,0.053763162,0.06569744,0.06588856,0.049147125,0.036768835,0.031965364,ca48340c-1365-4923-b636-77fc0a3af28d
0.007204823,0.0058077667,0.0052623753,0.0050600814,0.005195329,0.0056805005,0.0070202616,0.014642491,0.2687409,1.0,0.26738316,0.014788503,431114c6-c9f2-417d-b100-44074a80503f
0.5127223,0.5160224,0.5566915,0.57155293,0.6272109,0.6280011,0.601754,0.63044506,0.62800395,0.6338869,0.6514301,0.5541326,0399d58f-6c0c-47bd-a824-6b9d30b79ee9
0.6003898,0.64796257,0.579083,0.5555931,0.6127838,0.6311153,0.59289926,0.56203055,0.539847,0.53404313,0.572881,0.54232836,2501ad5b-1dca-4cc6-9aab-06e0ee207bd1
0.49201894,0.5012893,0.5436384,0.57244384,0.5742208,0.5836778,0.5798554,0.5687934,0.55627596,0.5526809,0.5508369,0.51442754,baa6f4ba-a035-4a62-b569-2dc8da5dfae1
0.6279268,0.69612294,0.7149893,0.7383409,0.7406263,0.7180289,0.71389353,0.7180664,0.7738196,0.64673495,0.6036822,0.56201535,44e90311-45d0-45e1-8d43-bc255c6cda7a
0.84719926,0.72860444,0.64132,0.5566566,0.5390482,0.53061277,0.547417,0.5170004,0.54938465,0.7122226,0.7847151,0.78774536,978a0081-adda-4287-989c-6970e7d37901
0.6879721,0.6914498,0.62698257,0.6061066,0.5522918,0.5095946,0.51951,0.53907937,0.57167566,0.57181364,0.5456154,0.5991136,60e562cd-240b-42f1-b65c-3ece8a295dae
0.5737072,0.5804979,0.55143213,0.52336913,0.52038413,0.4747288,0.46567056,0.5162504,0.5597135,0.5576229,0.5388285,0.55077696,ed67d53f-3288-4db0-a5dc-76cf86279692
0.43714535,0.44531587,0.44750342,0.46991476,0.5234321,0.5081894,0.4965727,0.4439143,0.41939223,0.402395,0.38258785,0.40247247,714df8b6-c6a3-4a41-91c9-d67278472b01
0.007204823,0.0058077667,0.0052623753,0.0050600814,0.005195329,0.0056805005,0.0070202616,0.014642491,0.2687409,1.0,0.26738316,0.014788503,fc510f75-1f4d-4e89-8e03-236b3c678a5f
0.653299,0.6294328,0.64641356,0.6672337,0.72133434,0.7225376,0.71511954,0.75325596,0.7831336,0.7557308,0.7099861,0.68397486,3bf3ad52-f82d-49f4-8d6d-b877c1e4ec36
0.606489,0.55739236,0.48620605,0.47987935,0.49828187,0.576562,0.5855643,0.6107563,0.60610145,0.55962586,0.6349358,0.65668935,d9210c02-5fdb-4044-ba82-10ac64a202cd
0.49357575,0.49718276,0.490515,0.52767235,0.58111835,0.6228518,0.66119516,0.4685927,0.36456296,0.38491178,0.43528503,0.5182898,cbd2b0f8-eb77-4cc9-a58c-3db563d51bcc
0.45739746,0.5179961,0.57772917,0.551121,0.61151606,0.5810439,0.5135377,0.54340786,0.59559846,0.58807707,0.48605114,0.45649672,25c0dbd5-91ca-4137-929f-120978e5a7fb
0.4811335,0.5197233,0.5526751,0.5637471,0.589103,0.63063073,0.6592434,0.6353754,0.55649745,0.47391498,0.45599052,0.46370283,07544a65-d8d2-492d-be7d-eb1729cb5fcd
0.07920317,0.082653895,0.08699323,0.09823284,0.10759982,0.121635325,0.13684238,0.13315566,0.11957122,0.103640646,0.084522694,0.074232616,361235ec-f9d0-43e9-948a-0e9b28e58573
0.6931934,0.6859494,0.6561856,0.65196526,0.65355486,0.7039301,0.7731076,0.7734648,0.78344285,0.7904128,0.73289865,0.70817906,73834157-2aa9-4eb1-bb49-58cd45605d90
0.2277595,0.2509197,0.2760885,0.2819038,0.3028015,0.31262285,0.2961461,0.28475726,0.27398336,0.23516576,0.20458692,0.20596759,56f19064-1efe-4ea8-9c96-e110b92aeaff
0.2091568,0.22797924,0.22833411,0.22050618,0.23106998,0.26185247,0.27666023,0.3117863,0.32988152,0.28984413,0.24889357,0.22313504,99e04275-1448-401f-8e97-e44ce4a5929e
0.572642,0.44412872,0.4549888,0.529506,0.5765702,0.47141683,0.45694387,0.5034043,0.4715379,0.5351613,0.508888,0.582017,15314b92-e6df-40a7-b586-80d68f01ecc7
0.5413804,0.56203985,0.56160486,0.6159604,0.6224333,0.64462554,0.61928314,0.5924907,0.59981644,0.61159146,0.64297825,0.5786908,04edaf65-90d9-4503-a91b-9ed373f4b04a
0.67302275,0.599839,0.54904485,0.5639528,0.61613256,0.6437807,0.71250045,0.8502711,0.770112,0.65993106,0.6770912,0.69635653,de635d0d-d1f6-448f-9198-770d5f5c1a9d
0.5373963,0.56283593,0.6027335,0.631363,0.65925395,0.6819447,0.7018018,0.7027197,0.6469105,0.555767,0.49711263,0.49514303,11e19f98-5223-48ed-a05a-2526ef9d4404
0.3878685,0.41193333,0.40349415,0.42384604,0.44512334,0.4590557,0.4764127,0.48036882,0.44280317,0.38976538,0.35178536,0.35382503,d604b851-77b3-4e29-a6a0-be7fa6a5c3c9
0.50999147,0.5457712,0.596783,0.63247603,0.66877085,0.70772725,0.7418487,0.7564476,0.7283204,0.6367973,0.5345561,0.50339013,4ae31c9a-ef61-482f-a1b9-f8c522bec551
0.5418108,0.5637007,0.58332956,0.62142235,0.63256836,0.6582795,0.71897846,0.71633375,0.7059737,0.68061906,0.6258168,0.5367635,2feceeed-ea14-4b91-a1f7-45f25054db5b
0.33305314,0.36496103,0.38527128,0.4150868,0.45369175,0.45919228,0.47515893,0.4736592,0.46948078,0.40985724,0.34742332,0.3305804,c1086247-4153-4aa4-8b32-c2a9df2a582b
0.3245723,0.3377009,0.33232364,0.34208015,0.3202097,0.28986907,0.25356078,0.23346636,0.23963396,0.25762045,0.27828234,0.2995252,a58c23ed-94e9-4cb4-85b0-388e44928173
0.53649193,0.46821526,0.45653084,0.4614119,0.50983816,0.5885168,0.6229638,0.71209955,0.82133263,0.84712005,0.8077069,0.7078319,994af1c9-ff90-420e-b3de-d3275f8448da
0.76841986,0.75696886,0.75173616,0.7405086,0.78149486,0.81844455,0.82536936,0.8085576,0.7597295,0.6978471,0.6644635,0.7163947,fbfc4ace-e6e8-4b35-994f-12e45c98fa42
0.39818934,0.4429794,0.4873793,0.5398523,0.5534403,0.57460105,0.59214455,0.5734232,0.57358706,0.512506,0.43586227,0.3927545,de9ab016-1f83-4258-9b01-35c95124638b
0.73643994,0.73678774,0.751596,0.7632073,0.72925514,0.70169616,0.7356368,0.7892058,0.80823386,0.74800104,0.72055924,0.71873945,0ef1f106-d760-4c06-8d1d-f1705600297d
0.10898785,0.10998794,0.115969636,0.13701007,0.1409249,0.16040033,0.19097838,0.19927563,0.17470554,0.13832273,0.10939738,0.10231531,91828908-5abb-4797-9562-90e7ae3bcc71
0.19199608,0.19399911,0.2087734,0.2291249,0.22081223,0.19617273,0.18402265,0.17302094,0.16433376,0.15156333,0.15400603,0.17199929,1f3bf9df-7ccc-4ad6-b68d-917ec4f3be3a
0.6362735,0.6072064,0.59109163,0.6171042,0.6133533,0.61003023,0.5722096,0.5713574,0.58146095,0.56674445,0.5964106,0.6357324,3bd1f005-4b53-4e73-b6b0-40845081d88a
0.7265783,0.74182564,0.7730378,0.7561321,0.7587517,0.7635499,0.74723923,0.746609,0.73683083,0.7401365,0.75471324,0.7355895,20e5927a-e1f9-48fe-943f-3e5880acccaa
0.68273556,0.6492721,0.6532466,0.6572095,0.687264,0.7175436,0.6822329,0.64726317,0.66653967,0.6935196,0.71897215,0.704115,faf7f590-a9f7-4299-9bd2-d6e4b48bb8ef
0.5903312,0.6087324,0.6346769,0.65145355,0.69065976,0.69749755,0.6906438,0.67607236,0.6375517,0.6103824,0.592156,0.58373755,60fc6ed9-4421-4abc-a839-af2cb9bc8630
0.7964512,0.7476149,0.7495865,0.72538936,0.7001157,0.69359773,0.70582354,0.72416353,0.74651265,0.74985427,0.75874734,0.82612354,18c26d33-ef3a-4f77-8acb-0b470f83f8e5
0.007204823,0.0058077667,0.0052623753,0.0050600814,0.005195329,0.0056805005,0.0070202616,0.014642491,0.2687409,1.0,0.26738316,0.014788503,202f9243-0ccb-4e51-a29e-2972e9fb09c2
0.38675186,0.43511114,0.45623618,0.47003227,0.49558076,0.52028036,0.54703414,0.52639556,0.47881544,0.41728994,0.3825052,0.36992866,092938a6-2585-422d-996e-19704e1e1d1b
0.31910646,0.36559373,0.37597123,0.36411726,0.3581577,0.3600612,0.3437679,0.34575057,0.32821578,0.30185518,0.2962021,0.2922187,17c9051d-23ae-4db5-a33e-79ab886b9def
0.3756217,0.347258,0.3348424,0.3401266,0.36245012,0.39728743,0.40256017,0.4101687,0.40131995,0.3702235,0.35265526,0.36780912,4bc63014-8a87-4943-87e9-8bbcaaf84a1a
0.7733502,0.7295727,0.7609553,0.75354135,0.69701827,0.65899986,0.6678663,0.7022464,0.7920587,0.86534905,0.8301568,0.825811,c805ebec-ac81-4bdd-bd3f-2f8d44b47a28
0.007204823,0.0058077667,0.0052623753,0.0050600814,0.005195329,0.0056805005,0.0070202616,0.014642491,0.2687409,1.0,0.26738316,0.014788503,098d6157-0cf9-4858-a4b9-5914f2c09307
0.30594957,0.29979753,0.31414115,0.3380052,0.3771594,0.40320146,0.4086188,0.386182,0.3388236,0.28947735,0.26020053,0.26693806,2e440492-591f-438c-94c6-cd9f3832f559
0.8156507,0.8006765,0.78876275,0.7678488,0.7568668,0.76158667,0.7720256,0.7729607,0.7894646,0.79844797,0.80637467,0.95581985,68d66512-14ee-464b-be2c-86bc1cf05e05
0.50301087,0.50768375,0.5006659,0.5653663,0.60958457,0.6430946,0.6895664,0.6910178,0.6099111,0.53632885,0.54797256,0.5233299,8d80e167-367a-4c32-8640-de8206ba51bf
0.69733506,0.7289228,0.73326075,0.74827355,0.7793883,0.76421076,0.7489484,0.7607637,0.76903015,0.7449774,0.6909356,0.66719043,0d43334d-9bd1-4f33-9a03-f95d581d2a68
0.85584605,0.8389325,0.8090544,0.7757589,0.7646574,0.7689393,0.77710927,0.75833917,0.7593315,0.81286585,0.8279952,0.839912,577c61b8-c568-42a6-abac-a6dbbb89cc3f
0.257313,0.27947092,0.2882712,0.31007093,0.33974862,0.36836448,0.38836387,0.38425952,0.36168167,0.31159663,0.26235193,0.24330227,c8a525ba-e9c0-4f6f-bf18-03525436ee15
0.46772993,0.4465773,0.42937383,0.4205102,0.4696398,0.5229929,0.5909425,0.5599143,0.52899647,0.5282337,0.5075107,0.49894673,aea64836-569b-4a64-b88d-b3bca08911f1
0.72065663,0.7635333,0.73576045,0.6900974,0.75383395,0.7793656,0.8198884,0.85182464,0.8041476,0.7814005,0.7300049,0.7189941,60ec0c3c-fbd8-417b-ac91-f7cb689902f0
0.7063028,0.7001835,0.6273848,0.6413562,0.65678656,0.71089107,0.8343451,0.8610538,0.7877003,0.69036955,0.651388,0.7764176,d320e5a9-21a1-4b1a-b221-5d5aa9c1edc0
0.035885625,0.042151347,0.044968355,0.035866708,0.03690585,0.037537724,0.032952458,0.032255083,0.033200175,0.03471665,0.03180147,0.033199806,8a743b08-4d9f-4459-9170-ed3d331427d1
0.26464528,0.286574,0.2935785,0.30732435,0.33001575,0.3247138,0.3254919,0.3299356,0.30830708,0.2661069,0.23581564,0.23781292,66b8a11b-7505-4f85-9281-a1c59b9b16c5
0.35093147,0.34002858,0.33738258,0.3414333,0.3634789,0.423515,0.39782017,0.41463393,0.41486442,0.3869687,0.3773674,0.35069978,f1c25b6d-4600-4a05-8114-7da1fb339a5f
0.79200405,0.698904,0.7243392,0.69927853,0.7036476,0.70875007,0.73679507,0.80446726,0.7737257,0.73382646,0.6886879,0.75010365,d93eabce-b155-41e5-bf04-d7031b703f51
0.6789987,0.65454286,0.6289841,0.70927763,0.6726504,0.60933584,0.6938569,0.7949097,0.7274302,0.61321133,0.58164275,0.8847772,aa73dda2-20f8-4cf7-b1b7-e5e36ffef6a2
0.34821638,0.33768398,0.33312303,0.3127734,0.3256659,0.3491285,0.36817184,0.37651294,0.3591985,0.3223006,0.31270278,0.33767062,b6baf2c5-b0c8-4fad-8732-75e4a3853e69
0.3801854,0.40965283,0.4395091,0.4538986,0.4838429,0.522382,0.55163044,0.5564367,0.5210658,0.43873262,0.37696916,0.36646703,7fe3b3a2-d7d7-4108-ac28-6ebe2f4931d1
0.69904906,0.70024073,0.6859344,0.6950986,0.6802363,0.6348466,0.6194499,0.642592,0.715322,0.71907425,0.70744807,0.696579,a2da6ded-a994-4980-a3ae-aa5f76d28095
0.7483169,0.715952,0.6281414,0.5926825,0.6041998,0.64554363,0.61416316,0.64358723,0.6625502,0.6925563,0.72623587,0.7684157,51c2ac9b-0110-4b2e-b57b-e09a3010605a
0.26076958,0.25762933,0.26237395,0.30544436,0.28157532,0.2792837,0.27446678,0.29512444,0.30132937,0.2865594,0.2767265,0.2558096,d7df4c37-a114-441e-9467-4f9fa5b2c126
0.3321516,0.3238678,0.32749873,0.3360039,0.32069656,0.31480077,0.31050074,0.31965846,0.32202673,0.34497213,0.3263683,0.31764877,88d1671f-7e48-407d-8a94-372e572c6663
0.4581426,0.45312795,0.46592113,0.4880848,0.5078257,0.53226304,0.529732,0.53583246,0.5262901,0.5383068,0.5541955,0.5023521,297bf501-281d-471b-8e8a-4a1c94b4c0b3
0.6323328,0.68743336,0.8192696,0.72412765,0.6493203,0.7321194,0.7785691,0.7695792,0.69070345,0.63599074,0.6524523,0.64692754,2953cf2a-e075-4f06-ac7e-e0bb2cdc2a3e
0.3436337,0.3676113,0.38770986,0.4134911,0.43279603,0.4366109,0.43323225,0.44256428,0.42397192,0.37934408,0.34071872,0.3261485,ab1c122a-987b-45be-9ac5-1ae5e07a83f0
0.24611148,0.2319786,0.21497267,0.21557377,0.22508594,0.22413509,0.21552075,0.22413762,0.23267582,0.25792626,0.2671555,0.25435716,075177de-a65a-4456-995d-481a6e3c2527
0.27958483,0.2860814,0.30109793,0.33622897,0.34386018,0.3271977,0.35699984,0.38253146,0.3749883,0.3461929,0.285712,0.262656,ae8225d2-e385-422f-95e6-d600b18284e5
0.5629202,0.58561814,0.59207296,0.6098266,0.6081844,0.6276899,0.6739024,0.65583664,0.61654085,0.5692477,0.55752766,0.56115186,2d565726-217b-4c38-906a-baf366c7cdc1
0.5141145,0.46319005,0.5063216,0.5289948,0.5184402,0.50967914,0.44729012,0.38933426,0.4030291,0.364628,0.37585536,0.4758816,936ef3db-f6e8-4e6a-90e2-119599429fb0
0.5654157,0.49137172,0.5038032,0.5240902,0.6166673,0.72453636,0.78335154,0.7482632,0.72147167,0.63553274,0.61229163,0.6246417,90d0db35-88d6-44fd-ab15-9e51b8ca588c
0.7744095,0.77804357,0.7971347,0.8046088,0.81204516,0.83585036,0.84445024,0.8864363,0.8671514,0.7790276,0.7450182,0.75550807,d4e5ca39-0b7c-4198-8042-a3ac0655914b
0.7880827,0.8089504,0.7859411,0.7825756,0.81502366,0.86021256,0.8518313,0.7970913,0.80056566,0.813586,0.7909923,0.7802001,eb50a10c-dc15-4018-a127-7a87175527a1
0.054406986,0.061019495,0.0680274,0.06768111,0.06731679,0.07197283,0.071176454,0.07030392,0.06783675,0.064961344,0.05668427,0.05317943,ff42b92d-abca-4570-9db1-490f8bf0a62d
0.19205587,0.20413528,0.21827982,0.23377049,0.25156814,0.26613146,0.27231848,0.26249343,0.22875547,0.19148175,0.178442,0.18046162,9e95ce6a-f429-4ba4-a7fe-9d5a564a2af8
0.79328465,0.8733195,0.87309146,0.87501305,0.7651958,0.75114644,0.782277,0.80117005,0.76011944,0.68854636,0.6720082,0.6551508,b9bde504-f203-4af7-b11a-a6fb1beb6988
0.007204823,0.0058077667,0.0052623753,0.0050600814,0.005195329,0.0056805005,0.0070202616,0.014642491,0.2687409,1.0,0.26738316,0.014788503,a6fef7fc-4a8b-46ad-9e9c-4a54e2490f04
0.5654635,0.57379025,0.5694754,0.58741254,0.6061712,0.60966706,0.5761704,0.56274223,0.5295891,0.499287,0.5017598,0.52847725,25641dc1-1e69-42eb-9e3f-25f3a00c4343
0.5053539,0.58049977,0.73865545,0.6985902,0.65059394,0.631295,0.66660243,0.6390249,0.68993264,0.6941437,0.5527594,0.50266236,a5f711e6-f105-4a7a-bb5f-8b0f506d8517
0.20904475,0.23240577,0.23515525,0.23718145,0.23876196,0.24811466,0.25269008,0.2461418,0.24081229,0.22205663,0.19484317,0.1947107,62caea61-b38a-46c5-97ce-f7c46ee67f3e
0.4812435,0.5044316,0.5146827,0.54161817,0.5536099,0.5382884,0.56711817,0.5892123,0.5514475,0.5135187,0.49075803,0.4800731,ba0ac608-dd0d-4c1c-848a-0dd7ad30d2d7
0.56599295,0.6038641,0.568888,0.5612124,0.5851048,0.55780005,0.56696427,0.62456536,0.67246103,0.5714236,0.48834085,0.4937296,110b2db0-2d64-4d8b-82bf-00faa8d5077c
0.81496483,0.72910434,0.7000748,0.5532184,0.55288756,0.64688975,0.6357208,0.5862556,0.6155334,0.7395871,0.757926,0.7982575,ebaf67fe-76d8-4a42-be0c-e2ee12e4c440
0.50843763,0.5444136,0.5746832,0.61031926,0.65371406,0.6928982,0.7196068,0.7209626,0.6732073,0.5793324,0.5061564,0.49221933,9f627153-5883-472c-9ea1-0a3397a85d62
0.7509629,0.7761452,0.60951,0.6768286,0.7723436,0.5573789,0.56381816,0.59345806,0.6020015,0.66526085,0.65070933,0.6807792,6c2cead8-bcb5-43af-bd16-c85dd05cadc4
0.35540435,0.38203803,0.4033571,0.4194324,0.43800735,0.45085922,0.48133957,0.4823015,0.4704789,0.42538086,0.37212297,0.36201894,b161cd04-3cfe-417e-a105-788ae3ad3e42
0.6992474,0.70637494,0.68136084,0.64161927,0.6318666,0.630973,0.6307726,0.68815035,0.7206593,0.7707551,0.7809029,0.736306,adf47507-8398-467e-8c7c-823d95ad4f39
0.77298135,0.7651259,0.7654246,0.7637361,0.74463606,0.71824723,0.7384529,0.83410156,0.88957983,0.83950174,0.7851081,0.76398194,e83b52b5-6acb-48d0-ab67-cdddcc20d5f1
0.28505397,0.30413052,0.2928796,0.25020835,0.22734034,0.23846312,0.2638684,0.27545932,0.2605055,0.26323423,0.26752397,0.26970398,7d2aba43-9b4e-446e-b995-b1d2789d0e3c
0.35378355,0.3829579,0.40266034,0.40123805,0.38314596,0.41344294,0.43719122,0.37807775,0.30001333,0.27830464,0.28508905,0.30625325,3f5e3b85-0bf3-4fd6-9bcf-bf1dd4cd447b
0.4123265,0.3844759,0.352739,0.39058456,0.43745446,0.44747648,0.4464394,0.44889018,0.42926937,0.40534878,0.39310405,0.39368543,15721cc5-808f-48b5-b489-4a33aa2ec0b3
0.68611795,0.70147294,0.7381845,0.77805936,0.77400935,0.81241506,0.7767175,0.732082,0.7196176,0.6957093,0.6927397,0.6752791,0ad32021-f95c-408e-ac7c-39eb0de05700
0.86029404,0.79940504,0.72921,0.73825806,0.73629,0.73793507,0.7415308,0.75397456,0.7400195,0.7134241,0.7907049,0.83754134,feb49007-262c-4dec-9d77-c9786683739d
0.23094328,0.26213625,0.28206247,0.29361045,0.30323157,0.3202173,0.3031858,0.30083954,0.2880013,0.27757233,0.26311365,0.22664362,5028a011-c8f2-4205-869b-56dd32a8b5cc
0.4624797,0.49993843,0.51346433,0.5573079,0.58646363,0.6174564,0.57283,0.5130721,0.48879915,0.43285298,0.40598425,0.40614325,46bb59c1-07f0-44ac-9482-83d94216f9b3
0.007204823,0.0058077667,0.0052623753,0.0050600814,0.005195329,0.0056805005,0.0070202616,0.014642491,0.2687409,1.0,0.26738316,0.014788503,78b85bea-fafb-4c79-ae18-1947f0a0b575
0.06482074,0.065695226,0.0772149,0.09659895,0.1403291,0.1806675,0.17143647,0.14442126,0.12935996,0.109233804,0.091620885,0.07289158,a8b8543b-1204-4521-ae9a-f46b17811c8a
0.17923762,0.18300202,0.19815873,0.22359939,0.25592336,0.28872913,0.29337427,0.2769278,0.24938352,0.22104198,0.20214893,0.19567098,b2849e7c-115d-4119-b85e-f564fb37796b
0.6331814,0.6794593,0.7360782,0.7263032,0.7549499,0.75700665,0.7894928,0.8041256,0.73415136,0.7225691,0.73034066,0.6494412,aea958e8-dc51-4000-a8ee-54733ea2e898
0.7285043,0.71404475,0.6792875,0.71165806,0.7247532,0.71703136,0.78207326,0.8770502,0.87160844,0.7830017,0.7412138,0.7198559,06ae2230-9492-4517-91d0-0313cb4db995
0.7439582,0.72481763,0.76712537,0.8324608,0.77773565,0.7094992,0.74284756,0.775728,0.7627548,0.71270555,0.70209324,0.7387084,bc520692-62ee-420d-aad7-1edfb639e919
0.57185304,0.55992293,0.53729355,0.5206792,0.60394305,0.6321641,0.6127579,0.64522344,0.646638,0.6870297,0.6572804,0.6144282,0299343f-c89c-4f48-af8d-33fd5d91754b
0.6544332,0.69489115,0.72859,0.69160557,0.681993,0.7202137,0.75781566,0.7764647,0.7290671,0.7289617,0.6877918,0.6483,44a699d2-2e96-45b8-b002-b9cdcd9ea22e
0.4790337,0.49133018,0.5086032,0.5372569,0.5712276,0.5920817,0.59902567,0.61599416,0.6079115,0.5551614,0.47827595,0.45437583,b4ecf6a3-8493-45a7-8475-b8c007c2d15b
